,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
271,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,html-keyboard-response,271,551606,0.0-20.52-3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,<font color='grey'>coh2</font>,,html-keyboard-response,272,552111,0.0-20.53-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,273,552379,0.0-20.53-1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2009.5049999654293,,80.0,RDK,274,554406,0.0-20.53-2.53,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.2693704798985043,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,16.631833333910134,"[30.29999998398125,8.38000001385808,12.45000003837049,16.57500001601875,11.664999881759286,15.645000152289867,16.04999997653067,16.80999994277954,17.13500008918345,18.11999990604818,34.084999933838844,11.865000007674098,6.895000115036964,12.989999959245324,16.66500000283122,16.234999988228083,16.469999914988875,17.269999952986836,16.020000213757157,17.389999935403466,16.19499991647899,16.245000064373016,18.274999922141433,15.804999973624945,16.085000010207295,17.179999966174364,16.485000029206276,16.294999979436398,16.140000196173787,17.40999985486269,16.82500005699694,16.10499992966652,16.54500002041459,16.8399999383837,16.850000014528632,16.78499998524785,16.16000011563301,16.86499989591539,16.890000086277723,16.300000017508864,19.164999946951866,14.050000114366412,16.874999972060323,16.86499989591539,16.57500001601875,16.71000011265278,17.084999941289425,16.645000083371997,16.45999983884394,16.754999989643693,17.450000159442425,16.330000013113022,16.05999981984496,17.30499998666346,16.44999999552965,16.320000169798732,18.084999872371554,19.97500006109476,12.21999991685152,16.595000168308616,17.084999941289425,17.564999870955944,21.67500020004809,12.0749999769032,14.89999983459711,16.93500019609928,17.099999822676182,18.890000181272626,13.639999786391854,16.600000206381083,17.00999983586371,16.77500014193356,20.409999880939722,12.795000104233623,17.509999917820096,16.019999980926514,16.1699999589473,27.345000067725778,11.91499992273748,11.995000066235662,15.210000099614263,17.220000037923455,31.11499990336597,12.994999997317791,13.544999994337559,12.30500009842217,12.69999984651804,17.865000059828162,17.250000033527613,16.38499996624887,16.19999995455146,17.20999996177852,15.965000027790666,17.070000059902668,16.90499996766448,18.23000004515052,14.029999962076545,16.980000073090196,16.92999992519617,17.340000020340085,18.764999927952886,13.144999975338578,17.149999970570207,17.525000032037497,16.36000000871718,21.315000019967556,11.79499994032085,16.340000089257956,16.670000040903687,17.87999994121492,23.520000046119094,14.005000004544854,12.529999949038029,15.355000039562583,17.460000002756715,23.190000094473362,11.79499994032085,13.61000002361834,16.874999972060323,17.405000049620867]",120.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
275,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,html-keyboard-response,275,554960,0.0-20.53-3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,<font color='grey'>coh1</font>,,html-keyboard-response,276,555564,0.0-20.54-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,277,555832,0.0-20.54-1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1321.4799999259412,,75.0,RDK,278,557156,0.0-20.54-2.54,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.12839851473230257",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,16.790641023992347,"[35.06499994546175,14.399999985471368,23.34999991580844,10.370000032708049,11.15499995648861,14.260000083595514,16.66500000283122,17.08999997936189,16.74499991349876,17.04000006429851,15.959999989718199,17.02499995008111,16.82500005699694,16.934999963268638,15.940000070258975,18.970000091940165,15.519999898970127,15.164999989792705,16.88000001013279,16.890000086277723,16.390000004321337,16.57999982126057,16.61500008776784,18.15999997779727,15.945000108331442,19.469999941065907,12.949999887496233,16.790000023320317,16.844999976456165,17.330000177025795,19.1599999088794,13.564999913796782,16.33500005118549,17.475000116974115,25.30999993905425,11.569999856874347,12.285000178962946,17.174999928101897,16.42500003799796,28.12499995343387,10.620000073686242,13.174999970942736,14.63499991223216,16.670000040903687,17.645000014454126,16.754999989643693,16.085000010207295,16.740000108256936,16.669999808073044,16.915000043809414,16.64000004529953,16.42500003799796,17.509999917820096,15.33500012010336,16.850000014528632,16.709999879822135,16.92000008188188,15.935000032186508,16.764999832957983,16.765000065788627,18.660000059753656,19.115000031888485,12.774999951943755,16.390000004321337,16.159999882802367,17.21499999985099,25.330000091344118,11.859999969601631,12.494999915361404,16.430000076070428,17.195000080391765,24.585000006482005,11.84499985538423,13.620000099763274,16.675000078976154,17.61500001884997,15.664999838918447,17.525000032037497]",78.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
279,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,html-keyboard-response,279,557710,0.0-20.54-3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,<font color='grey'>coh2</font>,,html-keyboard-response,280,558315,0.0-20.55-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,281,558571,0.0-20.55-1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1093.0649999063462,,75.0,RDK,282,559669,0.0-20.55-2.55,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.2693704798985043,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,17.393387095522016,"[49.92499994114041,18.370000179857016,24.734999984502792,13.485000003129244,14.304999960586429,15.024999855086207,17.475000116974115,26.23499999754131,11.970000108703971,13.240000000223517,14.574999921023846,17.49500003643334,17.254999838769436,15.469999983906746,16.660000197589397,17.059999983757734,16.304999822750688,16.35000016540289,16.97500003501773,17.924999818205833,14.755000127479434,16.915000043809414,16.964999958872795,16.610000049695373,20.83999989554286,13.654999900609255,14.715000055730343,18.325000070035458,20.365000003948808,12.115000048652291,15.829999931156635,16.71999995596707,17.16000004671514,23.250000085681677,13.144999975338578,13.245000038295984,16.51499979197979,22.440000204369426,14.029999962076545,15.029999893158674,16.125000081956387,16.060000052675605,17.079999903216958,16.439999919384718,16.890000086277723,16.8550000526011,15.91499987989664,16.765000065788627,17.620000056922436,16.365000046789646,21.179999923333526,16.10499992966652,12.624999973922968,16.97500003501773,16.40000008046627,20.484999986365438,12.654999969527125,16.38499996624887,17.149999970570207,22.505000000819564,24.394999956712127,11.95499999448657]",62.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
283,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,html-keyboard-response,283,560223,0.0-20.55-3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,<font color='grey'>coh1</font>,,html-keyboard-response,284,560829,0.0-20.56-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,285,561083,0.0-20.56-1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,927.0299999043344,,80.0,RDK,286,562013,0.0-20.56-2.56,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.12839851473230257",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,17.152735849244973,"[46.31500015966594,14.274999964982271,28.08499988168478,10.245000012218952,12.150000082328916,14.62500006891787,16.824999824166298,17.385000130161643,15.24999993853271,16.435000114142895,18.564999802038074,18.21500016376376,13.159999856725335,17.625000094994903,16.07499993406236,18.189999973401427,24.70000018365681,11.28499978221953,12.620000168681145,16.429999843239784,17.05500017851591,22.939999820664525,13.819999992847443,12.715000193566084,16.605000011622906,16.884999815374613,18.129999982193112,15.630000038072467,16.485000029206276,16.45500003360212,18.49499996751547,18.085000105202198,14.669999945908785,19.009999930858612,15.260000014677644,14.979999978095293,16.890000086277723,16.014999942854047,19.07999999821186,15.625,17.070000059902668,14.835000038146973,22.954999934881926,12.709999922662973,14.800000004470348,17.005000030621886,16.340000089257956,17.079999903216958,16.180000035092235,16.790000023320317,15.750000020489097,16.88999985344708,17.405000049620867]",53.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
287,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,html-keyboard-response,287,562567,0.0-20.56-3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,<font color='grey'>coh2</font>,,html-keyboard-response,288,563080,0.0-20.57-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,289,563342,0.0-20.57-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,853.1249999068676,,75.0,RDK,290,564198,0.0-20.57-2.57,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.22720610676049485,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,16.636999999172986,"[35.41000001132488,14.005000004544854,9.984999895095825,21.42000012099743,11.134999804198742,13.910000212490559,16.364999813959002,15.400000149384141,15.854999888688326,13.430000049993396,16.374999890103936,17.47000007890165,14.500000048428774,16.869999933987856,17.85499998368323,17.909999936819077,15.355000039562583,16.290000174194574,15.854999888688326,16.925000119954348,23.5899998806417,11.57999993301928,14.035000000149012,17.385000130161643,16.795000061392784,24.544999934732914,11.960000032559037,12.649999931454659,16.709999879822135,17.140000127255917,18.004999961704016,15.804999973624945,16.174999997019768,16.64000004529953,16.45500003360212,25.45499987900257,13.22500011883676,12.854999862611294,15.395000111311674,16.465000109747052,19.55999992787838,15.50500001758337,15.804999973624945,16.859999857842922,15.790000092238188,16.585000092163682,17.80000003054738,16.399999847635627,16.635000007227063,15.725000062957406]",50.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
291,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,html-keyboard-response,291,564763,0.0-20.57-3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,<font color='grey'>coh1</font>,,html-keyboard-response,292,565376,0.0-20.58-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,293,565637,0.0-20.58-1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
